home,dir_name,author,year,title
.,UPCIS5UA,Cheng et al.,2017,Influence Of Key Environmental Conditions On Micro
.,JH4LPYUY,Cheung et al.,2017,Comparison Of Low-Frequency Internal Climate Varia
.,TICABQLL,Chi et al.,2017,Sulfur Ligand Mediated Electrochemistry Of Gold Su
.,T539P7CT,Chiumenti et al.,2017,Numerical Modelling And Experimental Validation In
.,IY8IYA2A,Chong et al.,2017,Blood Flow Velocity Prediction In Aorto-Iliac Sten
.,TE9TKEQU,Clegg et al.,2017,Development And Validation Of An Electronic Frailt
.,K4R94KCC,Collado-Fregoso et al.,2017,Intercalated Vs Nonintercalated Morphologies In Do
.,S9LJUAFV,Collins et al.,2017,Properties Of Convective Oxygen And Silicon Burnin
.,4MGIXZMM,Colomés and Badia,2017,Segregated Runge–Kutta Time Integration Of Convect
.,I2QRWGZQ,Constantino et al.,2017,The Treatment Of Mixing In Core Helium-Burning Mod
.,K3GMNBGF,Cooper et al.,2017,The Australian National Pollutant Inventory Fails 
.,R9G5LKVD,Corbett et al.,2017,Do All X-Ray Structures Of Protein-Ligand Complexe
.,UERWRQER,Cousin et al.,2017,Attosecond Streaking In The Water Window A New Re
.,MIFK3GZ7,Crocker et al.,2017,Diffuse Galactic Antimatter From Faint Thermonucle
.,3C5PAFWJ,Crocker et al.,2017,Nhc‐Catalyzed Metathesis And Phosphorylation React
.,TR5WF6EM,Cui et al.,2017,On The Dynamical State Of Galaxy Clusters Insight
.,Q5G87XQS,Curran et al.,2017,Atomic And Molecular Absorption In Redshifted Radi
.,GPYTZSR4,Curran et al.,2017,Further Observational Evidence For A Critical Ioni
.,ADZPK98S,Currow et al.,2017,"A Pragmatic, Phase Iii, Multisite, Double-Blind, P"
.,5XRN87RN,Cuvier et al.,2017,Extensive Characterisation Of A High Reynolds Numb
.,FSS6T5CR,da Cunha et al.,2017,The Taipan Galaxy Survey Scientific Goals And Obs
.,3AT66TIE,Daly et al.,2017,In Situ Analysis Of Refractory Metal Nuggets In Ca
.,WHMQXFHK,Daly et al.,2017,Pharmacogenomics Of Cyp2c9 Functional And Clinica
.,YRCB4YF7,Daly et al.,2017,Crystallography Of Refractory Metal Nuggets In Car
.,NNFYMQ3E,De La Pierre et al.,2017,Uncovering The Atomistic Mechanism For Calcite Ste
.,JSMXBEEI,De La Pierre et al.,2017,Uncovering The Atomistic Mechanism For Calcite Ste
.,PVFFBGMG,de Lera Acedo et al.,2017,Spectral Performance Of Ska Log-Periodic Antennas 
.,UH45NERB,de Silva et al.,2017,Strained Graphitic Carbon Nitride For Hydrogen Pur
.,ZRJ26S9Z,Deeley et al.,2017,Galaxy And Mass Assembly (Gama) Formation And Gro
.,CB8E2UJ8,Deng et al.,2017,Theoretical And Experimental Investigation Of Ther
.,3CRWDWGK,Deng et al.,2017,The Edge Stresses And Phase Transitions For Magnet
.,Z6WKPVKV,Deplazes,2017,Molecular Simulations Of Disulfide-Rich Venom Pept
.,GHMV7UZM,Dezfuli et al.,2017,"The Role Of Low-Level, Terrain-Induced Jets In Rai"
.,4QP5SDWI,Diakogiannis et al.,2017,A Novel Jeans Analysis Of The Fornax Dwarf Using E
.,X7SL8VNW,Díaz et al.,2017,Protic Plastic Crystalpvdf Composite Membranes Fo
.,PTS4YXC5,Dikpati et al.,2017,The Origin Of The “Seasons” In Space Weather
.,3SCSGK8F,Dimitriadis et al.,2017,The Late-Time Light Curve Of The Type Ia Supernova
.,SCILDHAQ,Dou et al.,2017,Fish Gill Inspired Crossflow For Efficient And Con
.,6FLVNI72,Dou et al.,2017,Atomically Thin Non-Layered Nanomaterials For Ener
.,EUA2GPZA,Drelich et al.,2017,Editorial
.,MS428FSF,Drummond and Melatos,2017,Stability Of Interlinked Neutron Vortex And Proton
.,W5UNIN8V,Dwivedi et al.,2017,Assessing And Exploiting Functional Diversity In G
.,LJCCR4JD,Dzale Yeumo et al.,2017,Developing Data Interoperability Using Standards 
.,R7C9WUS5,Eglen et al.,2017,Toward Standard Practices For Sharing Computer Cod
.,GD7Y4ZFE,Eglen et al.,2017,Toward Standard Practices For Sharing Computer Cod
.,FXAIRTY4,Ellis et al.,2017,Radical Generation From The Gas-Phase Activation O
.,NBWTHLGQ,Evans et al.,2017,Land Surface Albedo And Vegetation Feedbacks Enhan
.,YGXX323B,Eveleens and Page,2017,Effect Of Ammonia On Chemical Vapour Deposition An
.,UBXNW3XI,Everett et al.,2017,Modeling What We Sample And Sampling What We Model
.,9VWQHY6U,Fabre et al.,2017,Acoustic Streaming And The Induced Forces Between 
.,VHV3U24A,Fan et al.,2017,A Bayesian Posterior Predictive Framework For Weig
.,Y7R788ZW,Farokh Niaei et al.,2017,Sodium-Intercalated Bulk Graphdiyne As An Anode Ma
.,7APAAMHV,Federrath et al.,2017,Converging On The Initial Mass Function Of Stars
.,M4VYZZG5,Federrath et al.,2017,The Sami Galaxy Survey A New Method To Estimate M
.,PZF6L6GX,Feng et al.,2017,A Matched Filter Technique For Slow Radio Transien
.,IJMBLBW8,Feng et al.,2017,Efficient Visible-Light Photocatalysts By Construc
.,92JIIDZB,Ferguson et al.,2017,Biphenylene And Phagraphene As Lithium Ion Battery
.,HN3S8VEP,Fernando et al.,2017,On The Stability Of Satellite Planes – I. Effects 
.,BNEBEE64,Firth et al.,2017,An Analysis Of Regional Climate Simulations For We
.,SUCDAKLX,Fisher et al.,2017,Improved Method For Linear Carbon Monoxide Simulat
.,7ZR5J2N7,Flament et al.,2017,Correspondence Reply To ‘Numerical Modelling Of T
.,RCETD6GS,Flament et al.,2017,Origin And Evolution Of The Deep Thermochemical St
.,2V9BEUSF,Forsyth et al.,2017,Interphase Engineering Of Reactive Metal Surfaces 
.,CJS6RIY4,Fraser et al.,2017,The Mass Distribution Of Population Iii Stars
.,S5USR44A,Fraser et al.,2017,Effective Two-Body Model For Spectra Of Clusters O
.,S6TJZ8L7,Fu et al.,2017,(4+3) Cycloaddition Reactions Of N ‐Alkyl O
.,NFGCRC7T,Fujiwara et al.,2017,Optokinetic Nystagmus Reflects Perceptual Directio
.,P2C4JEJW,Fursa et al.,2017,Electron Mass Stopping Power In H 2
.,RPFP6ZE9,Gacek et al.,2017,Genome-Wide Association Study Of Genetic Control O
.,M5ARXN5N,Ganesan et al.,2017,Molecular ‘Time-Machines’ To Unravel Key Biologica
.,IKTDJJB2,Ganesan et al.,2017,Molecular Dynamics-Driven Drug Discovery Leaping 
.,5RAHRJGP,Gao et al.,2017,Versatile Two-Dimensional Stanene-Based Membrane F
.,A4WG6DKV,Gao et al.,2017,2d Mxenes A New Family Of Promising Catalysts For
.,TMPYJCJX,Gao et al.,2017,Computational Screening Of Two-Dimensional Coordin
.,S2GU2QW9,Gardiner et al.,2017,"4-Halogeno-3,5-Dimethyl-1 H -Pyrazole-1-Car"
.,4JAWJGYK,Gardiner et al.,2017,"Cover Image, Volume 66, Issue 11"
.,R473ZSC7,Gat et al.,2017,Incompressible Variable-Density Turbulence In An E
.,GHGXKK2P,Gault et al.,2017,A Nexus Between 3d Atomistic Data Hybrids Derived 
.,L4RD3PHA,Gentry et al.,2017,Enhanced Momentum Feedback From Clustered Supernov
.,KPF59WD8,Geoffroy et al.,2017,On The Role Of The Stratiform Cloud Scheme In The 
.,5Z5W2YBX,George et al.,2017,A Study Of Halo And Relic Radio Emission In Mergin
.,QCPBZAUJ,Ghavamian et al.,2017,Integral Field Spectroscopy Of Balmer-Dominated Sh
.,7GEC8SS7,Giacometti et al.,2017,Development Of A High Resolution Voxelised Head Ph
.,FKKR8QCQ,Giacometti et al.,2017,Software Platform For Simulation Of A Prototype Pr
.,M9K6PLCD,Gibson et al.,2017,Attribution Of Horizontal And Vertical Contributio
.,4BTL8ZBJ,Gilgannon et al.,2017,Hierarchical Creep Cavity Formation In An Ultramyl
.,HTP87A9D,Gladman et al.,2017,Understanding The Models Of Community Hospital Reh
.,KGL4N4VV,Glavatskiy and Bhatia,2017,Effect Of Pore Size On The Interfacial Resistance 
.,NFQA4XZF,Gleeson et al.,2017,A Commitment To Open Source In Neuroscience
.,EKEKUZVF,Goerigk et al.,2017,A Look At The Density Functional Theory Zoo With T
.,V4U5VVRI,Golden et al.,2017,"An Extended N-H Bond, Driven By A Conserved Second"
.,ICE6R3P2,Goldie et al.,2017,Comparative Evaluation Of Human Heat Stress Indice
.,NEVCHSZB,Gooley et al.,2017,No Evidence Of Inbreeding Depression In A Tasmania
.,ZGJB8BHR,Gordon et al.,2017,Neural Markers Of Predictive Coding Under Perceptu
.,UIIDIZFW,Gould,2017,What Makes A Density Functional Approximation Good
.,UBP39VBQ,Gould and Pittalis,2017,Hartree And Exchange In Ensemble Density Functiona
.,6T7CANQZ,Gould et al.,2017,Casimir–Polder Size Consistency A Constraint Viol
.,VLHWZJC8,Govoni et al.,2017,Sardinia Radio Telescope Observations Of Abell 194
.,2H3VQ2GP,Grasha et al.,2017,Hierarchical Star Formation In Turbulent Media Ev
.,IYX27XTC,Greenslade et al.,2017,Stratospheric Ozone Intrusion Events And Their Imp
.,SUTG936U,Griffith et al.,2017,Flow-Induced Vibration Of Two Cylinders In Tandem 
.,MRCT3FDR,Grimm et al.,2017,Geometric Explanation Of Anomalous Finite-Size Sca
.,PECBETPZ,Grootes et al.,2017,Galaxy And Mass Assembly (Gama) Gas Fueling Of Sp
.,ZYD6543R,Gross et al.,2017,The Representation Of Health‐Relevant Heatwave Cha
.,EMPQSMH9,Grosso et al.,2017,Tunable And High-Purity Room Temperature Single-Ph
.,QD4DUIPX,Grueber et al.,2017,Increasing Generations In Captivity Is Associated 
.,LSUCYYHL,Gryn'ova and Coote,2017,Directionality And The Role Of Polarization In Ele
.,YCJGSPC7,Gryn’ova et al.,2017,Computational Design Of Ph-Switchable Control Agen
.,U68CFB6T,Guo et al.,2017,Probing The Remarkable Thermal Kinetics Of Visual 
.,3NC4JT3D,Guo et al.,2017,Influence Of Ionic Strength On The Deposition Of M
.,6L43I4XR,Guszejnov et al.,2017,Protostellar Feedback In Turbulent Fragmentation 
.,EMX7BMBB,Hall et al.,2017,Light-Quark Contributions To The Magnetic Form Fac
.,FC3WKJBH,Han et al.,2017,Examination Of The Effect Of Differential Molecula
.,V54U5HJK,Hanaor et al.,2017,Mechanical Properties In Crumple-Formed Paper Deri
.,PU7CPDA6,Hane et al.,2017,A Comprehensive Draft Genome Sequence For Lupin ( 
.,8EESNICC,Hargreaves et al.,2017,Differential Cross Sections For Excitation Of H S
.,EWGYPDT8,Harrington et al.,2017,The Role Of Deep Earth Dynamics In Driving The Flo
.,VPWJ7FUJ,Harrisson et al.,2017,Signatures Of Polygenic Adaptation Associated With
.,LIE26TSF,Haun et al.,2017,Are We Underestimating The Richness Of Visual Expe
.,8JKUE5QS,Haun et al.,2017,Conscious Perception As Integrated Information Pat
.,M7SWUZRH,Hawi et al.,2017,Rare Dna Variants In The Brain-Derived Neurotrophi
.,7HFVE5CR,He et al.,2017,Endohedral Metallofullerenes (M@C60) As Efficient 
.,PEXZCEMB,Hendrawan et al.,2017,The Regulation Of Uterine Proinflammatory Gene Exp
.,FS5SA5XJ,Herron et al.,2017,Probes Of Turbulent Driving Mechanisms In Molecula
.,3J6UWVPM,Ho et al.,2017,Triplet–Triplet Energy Transfer In Artificial And 
.,D8WDYBRZ,Ho et al.,2017,Quantum Chemical Prediction Of Equilibrium Aciditi
.,YTSX562J,Hobbs et al.,2017,Long-Read Genome Sequence Assembly Provides Insigh
.,T4AVCNJZ,Hogg et al.,2017,“Devil Tools & Tech” A Synergy Of Conservation Re
.,FX3LNR9Z,Houdroge et al.,2017,Two- And Three-Dimensional Wake Transitions Of An 
.,YWSVSQEW,Howard et al.,2017,Atmospheric Mercury In The Southern Hemisphere Tro
.,NFT26C4R,Hsiao et al.,2017,Direct Observation Of Dna Dynamics In Semidilute S
.,4B2Y5MD2,Huang et al.,2017,A Multiscale Modeling Of Triple-Heterojunction Tun
.,JS5DSL5P,Hui et al.,2017,"Satellite-Based Sea Ice Navigation For Prydz Bay, "
.,Q9B9LC63,Hurgobin and Edwards,2017,Snp Discovery Using A Pangenome Has The Single Re
.,XBY2FNI3,Hutter et al.,2017,Exploring 21 Cm-Ly Α Emitter Synergies For 
.,QM93TIMH,Iablonskyi et al.,2017,Observation And Control Of Laser-Enabled Auger Dec
.,9XWF28GI,Iapichino et al.,2017,Adaptive Mesh Refinement Simulations Of A Galaxy C
.,MGYIZYRV,Issaoun et al.,2017,Vlba Imaging Of The 3 Mm Sio Maser Emission In The
.,PCDC3A9Y,Jackson et al.,2017,"Defect Processes In Be 12 X (X = Ti, Mo"
.,3R53AUDZ,Jaratlerdsiri et al.,2017,Next Generation Mapping Reveals Novel Large Genomi
.,IQA6MVTQ,Jensen,2017,Three Friendly Walkers
.,R48WACKD,Ji et al.,2017,Atomistic Modeling And Experimental Studies Of Rad
.,PM9WSPGG,Jia et al.,2017,A Heterostructure Coupling Of Exfoliated Ni–Fe Hyd
.,KVX6FXL2,Jia et al.,2017,A Biodegradable Thin-Film Magnesium Primary Batter
.,GP7SE3UZ,Jiang et al.,2017,Pulsed Laser Polymerisation Studies Of Methyl Meth
.,KJZ85J5H,Jiao et al.,2017,"Strain Mediated Bandgap Reduction, Light Spectrum "
.,9GY69W2M,Jiao et al.,2017,First-Principles Prediction Of Spin-Polarized Mult
.,43WDX9YG,Jiménez-Donaire et al.,2017,13 Coc 18 O Gradients Acros
.,KBG7J2K9,Jiménez-Donaire et al.,2017,Optical Depth Estimates And Effective Critical Den
.,CT8DDTWI,Jin et al.,2017,On The Effective Turbulence Driving Mode Of Molecu
.,PFWQ927X,Jin et al.,2017,Substituent Effects In The Decarboxylation Reactio
.,38Q832QM,Joldes et al.,2017,Bioparr A Software System For Estimating The Rupt
.,KYVTV4VK,Jones et al.,2017,Characterization Of The Antimicrobial Peptide Fami
.,IVL8D38C,Jordan et al.,2017,Spin-Orbit Delays In Photoemission
.,HMNC87P5,Jordan et al.,2017,Characterization Of The Ionosphere Above The Murch
.,U6B7KZ7Y,Kadyrov et al.,2017,Quantum Suppression Of Antihydrogen Formation In P
.,GWTIKN7N,Kainulainen and Federrath,2017,Relationship Between Turbulence Energy And Density
.,IAC9P2YB,Kajtar et al.,2017,Tropical Climate Variability Interactions Across 
.,UP4LGGCY,Kaliyeva et al.,2017,Stability Of The Chlorinated Derivatives Of The Dn
.,BWKYAP8S,Kalsbeek et al.,2017,Mitochondrial Genome Variation And Prostate Cancer
.,FRV37PCK,Kaminski and Rayner,2017,Reviews And Syntheses Guiding The Evolution Of Th
.,MYW746CN,Kapińska et al.,2017,Spectral Energy Distribution And Radio Halo Of Ngc
.,F7554HFU,Karton,2017,How Reliable Is Dft In Predicting Relative Energie
.,CJCR2T6Q,Karton et al.,2017,W4‐17 A Diverse And High‐Confidence Dataset Of At
.,HXZRP3HS,Kaur et al.,2017,Climate Clever Clovers New Paradigm To Reduce The
.,XPCTQDJI,Kaur et al.,2017,An Advanced Reference Genome Of Trifolium Subte
.,D3GIYEQ6,Keek and Heger,2017,Thermonuclear Bursts With Short Recurrence Times F
.,5QD4E5GU,Kempton et al.,2017,Simulation Of Particle Deformation Within A Compre
.,UI7SMCBF,Kendon et al.,2017,Do Convection-Permitting Regional Climate Models I
.,9BNC7BW6,Kerzendorf et al.,2017,Extremely Late Photometry Of The Nearby Sn 2011fe
.,5H7HMARD,Khaki et al.,2017,Accounting For Spatial Correlation Errors In The A
.,7TZALTXW,Khaki et al.,2017,Assessing Sequential Data Assimilation Techniques 
.,6TMVRZDR,Khoo et al.,2017,Somatic Mutations In Salivary Duct Carcinoma And P
.,P3WR9DSM,Khurmi et al.,2017,Measuring Laser Carrier-Envelope-Phase Effects In 
.,TATL89R6,Kianinia et al.,2017,Robust Solid-State Quantum System Operating At 800
.,NVX29LD7,Kim et al.,2017,The Spatial Distribution Of Neutral Hydrogen As Tr
.,RZML4UJ3,King et al.,2017,Dft Study Of The Hexagonal High-Entropy Alloy Fiss
.,LQI63JJB,Kiratidis et al.,2017,Search For Low-Lying Lattice Qcd Eigenstates In Th
.,LD6SMZMQ,Kitsios et al.,2017,Direct Numerical Simulation Of A Self-Similar Adve
.,5PZRPQZX,König et al.,2017,Modulation Doping Of Silicon Using Aluminium-Induc
.,YB7SLS6K,Körtgen et al.,2017,The Driving Of Turbulence In Simulations Of Molecu
.,SY5PU7NE,Koster et al.,2017,Hydroclimatic Variability And Predictability A Su
.,WKJXBML6,Kozyreva et al.,2017,Fast Evolving Pair-Instability Supernova Models E
.,YUY7YB7H,Kretzmann et al.,2017,Synthetically Controlling Dendrimer Flexibility Im
.,4FTC5GCP,Krug et al.,2017,Global And Local Aspects Of Entrainment In Tempora
.,6WPHC4CS,Krumholz et al.,2017,The Observable Properties Of Cool Winds From Galax
.,5F59S3GE,Krumholz et al.,2017,"A Dynamical Model For Gas Flows, Star Formation An"
.,Y6Z46GGU,Kurnia et al.,2017,Localised Nanoscale Resistive Switching In Gap Thi
.,8N7GIJ6D,Kuron et al.,2017,A Mixing Timescale Model For Tpdf Simulations Of T
.,4CC9YLZI,Kuruwita et al.,2017,Binary Star Formation And The Outflows From Their 
.,VDT5I3AB,Kuyucak and Kayser,2017,Biobetters From An Integrated Computationalexperi
.,T5K6B4GI,Kvale and Meissner,2017,Primary Production Sensitivity To Phytoplankton Li
.,9UGVYQ2Z,Kyriakou et al.,2017,Microdosimetry Of Electrons In Liquid Water Using 
.,YHTM8X2I,Lalitha et al.,2017,Edge Functionalised & Li-Intercalated 555-777 Defe
.,VMJ7MIIG,Lambert et al.,2017,Formation Of Intrinsic And Silicon Defects In Moo 
.,KDC349EL,Langlais et al.,2017,Stationary Rossby Waves Dominate Subduction Of Ant
.,K6QSAFZ2,Law et al.,2017,Engineering Of Surface Chemistry For Enhanced Sens
.,9UBGZQPU,Law et al.,2017,The Carbon Cycle In The Australian Community Clima
.,T5TUA7MY,Leconte et al.,2017,Moiré-Pattern Interlayer Potentials In Van Der Waa
.,YDPYUHG3,Lenc et al.,2017,The Challenges Of Low-Frequency Radio Polarimetry
.,CUEQRYP6,Li et al.,2017,Vented Methane-Air Explosion Overpressure Calculat
.,YN7JJSD3,Li et al.,2017,Genome Analysis Identified Novel Candidate Genes F
.,UQRK6398,Li et al.,2017,Numerical And Experimental Investigations Of The F
.,9CEN6NYS,Li et al.,2017,Temperature-Regulated Guest Admission And Release 
.,BV522HJK,Li et al.,2017,Mechanical Stretching-Induced Electron-Transfer Re
.,8EN8Z6Y5,LIGO Scientific and VIRGO Collaborations et al.,2017,The Basic Physics Of The Binary Black Hole Merger 
.,S78G6HU7,Lim et al.,2017,Rna-Seq And Metabolic Flux Analysis Of Tetraselmis
.,DUKGEKXY,Line et al.,2017,Puma The Positional Update And Matching Algorithm
.,SNASZG4D,Ling et al.,2017,Activating Cobalt(Ii) Oxide Nanorods For Efficient
.,YF2CUUP5,Liu et al.,2017,Raman Studies On Silicene And Germanene
.,C5RTNU9C,Liu et al.,2017,The Origin Of Enhanced Photocatalytic Activities O
.,L9D6R2WY,Liu et al.,2017,Hamiltonian Effective Field Theory Study Of The N 
.,GDLZN6V3,Liu et al.,2017,Correction Growth Mechanism Of Ceria Nanorods By 
.,BGXRUI5D,Liu et al.,2017,Bioinspired Graphene Membrane With Temperature Tun
.,5EU97U7K,Liu et al.,2017,Role Of Atomic Interaction In Electronic Hybridiza
.,YP6VQNTQ,Liu et al.,2017,Recent Advances In Nanostructured Vanadium Oxides 
.,GW3NXJYX,Liu et al.,2017,Exceptionally High Performance Of Charged Carbon N
.,KBII2HLY,Liu et al.,2017,Black Hole Hyperaccretion Inflow–Outflow Model. I.
.,HZ68JGYB,Liu et al.,2017,Multiangular Rod-Shaped Na 0.44 Mno Su
.,2WTPD8GF,Liu et al.,2017,Structure Of The Λ ( 1405 ) From Hamiltonian Effec
.,88F4ETYM,Liu et al.,2017,"Arsenic In Hydrothermal Apatite Oxidation State, "
.,6H26A5XH,Loi et al.,2017,Observations Of The Galaxy Cluster Ciza J2242.8+53
.,SU5PJHEA,Longmore et al.,2017,H2o Southern Galactic Plane Survey (Hops) Paper I
.,2VS39KQX,Lovie-Toon et al.,2017,Mechanisms Of Carbonyl Activation By Binol Ni
.,KFL9CWLS,Lu et al.,2017,Nitrogen Doped Carbon Nanosheets Coupled Nickel–Ca
.,BYSPHSBI,Ma et al.,2017,Reply To 'On Phonons And Water Flow Enhancement In
.,F4L8KS5S,MacDonald et al.,2017,The Minimal-Span Channel For Rough-Wall Turbulent 
.,592E466P,Makhlooghiazad et al.,2017,Mixed Phase Solid‐State Plastic Crystal Electrolyt
.,M7L352PL,Manchala et al.,2017,Multistereocenter-Containing Cyclopentanoids From 
.,BF9ZALUT,Mandal et al.,2017,Angle-Resolved Wigner Time Delay In Atomic Photoio
.,S7QX3RDY,Mantovanelli et al.,2017,Lagrangian And Eulerian Characterization Of Two Co
.,AWTJ3STD,Mantsis et al.,2017,Natural Variations Of Tropical Width And Recent Tr
.,2TZFFJKX,Mao et al.,2017,Transition Induced By Linear And Nonlinear Perturb
.,CMPUDHFU,Matheou et al.,2017,Large-Eddy Simulation Of A Stratocumulus Cloud
.,3GLMYXEV,Maya et al.,2017,Effect Of Sintering On The Reactivity Of Copper-Ba
.,IPU9DK5S,McCauley et al.,2017,Type Iii Solar Radio Burst Source Region Splitting
.,CN65W6T5,Mei et al.,2017,Two‐Dimensional Metal Oxide Nanomaterials For Next
.,J2L4XFEH,Mei et al.,2017,Hydration Is The Key For Gold Transport In Co Sub
.,QEJYJDFJ,Meinshausen et al.,2017,Historical Greenhouse Gas Concentrations For Clima
.,6LC4R8RV,Meissner and Bralower,2017,Volcanism Caused Ancient Global Warming
.,KAJRW54X,Melbourne-Thomas et al.,2017,Integrated Modelling To Support Decision-Making Fo
.,HJQ8AKN7,Menviel et al.,2017,Poorly Ventilated Deep Ocean At The Last Glacial M
.,8T7UKANQ,Menzel et al.,2017,Wavelength Dependence Of Light-Induced Cycloadditi
.,4HWNFSN5,Mertens et al.,2017,Universal Features Of Cluster Numbers In Percolati
.,WWCJEBII,Meyers et al.,2017,A Southern-Sky Total Intensity Source Catalogue At
.,3R4PZ8KF,Milham et al.,2017,Assessment Of The Impact Of Shared Data On The Sci
.,F9KMZA9T,Mitchell and O’Mara,2017,Capturing The Dynamics Of A Spring-Loaded Protein
.,EDNF4ETH,Mittra et al.,2017,Location Of Contact Residues In Pharmacologically 
.,Y652YMRT,Moalafhi et al.,2017,Impact Of Bias-Corrected Reanalysis-Derived Latera
.,XKSWXJU2,Mohan et al.,2017,Surface Modification Induced Enhanced Co 2s
.,UKWV2L4T,Mons et al.,2017,"Cloudy, Increasingly Fair; Revisiting The Fair Dat"
.,TX6G5JMI,Montenegro et al.,2017,The Pangenome Of Hexaploid Bread Wheat
.,9UU6KKUX,Montgomery et al.,2017,Transition State-Based St6gal I Inhibitors Mimick
.,Q6N5E5L2,Morales et al.,2017,Neutral And Selective Drivers Of Colour Evolution 
.,55MIXP72,Morales et al.,2017,Perpendicular Axes Of Differentiation Generated By
.,5JBFGE7N,Morgenstern et al.,2017,Review Of The Global Models Used Within Phase 1 Of
.,BBFVCP9P,Moss et al.,2017,Connecting X-Ray Absorption And 21 Cm Neutral Hydr
.,CTNBP4PV,Mostert et al.,2017,Magnetohydrodynamic Implosion Symmetry And Suppres
.,FKH3HK46,Müller et al.,2017,Supernova Simulations From A 3d Progenitor Model –
.,PB8Y4SLB,Murphy et al.,2017,"A Search For Long-Time-Scale, Low-Frequency Radio "
.,DC4TLUN2,Murphy et al.,2017,Low-Frequency Spectral Energy Distributions Of Rad
.,NKHVWX47,Murray et al.,2017,An Improved Statistical Point-Source Foreground Mo
.,9PSWGG79,Murray et al.,2017,A Clustered Extragalactic Foreground Model For The
.,W7UEX47P,Nalbach et al.,2017,Where Is The Most Hydrophobic Region Benzopurpuri
.,BDAHVKXZ,Narayanan and Krumholz,2017,A Physical Model For The [C Ii]–Fir Deficit In Lum
.,XCEED5R9,Newman and Easteal,2017,The Dynamic Upper Limit Of Human Lifespan
.,9TCJHF47,Ng et al.,2017,Changes In The Boundary-Layer Structure At The Edg
.,PPUXW2QS,Nguyen et al.,2017,Modelling Complex Cracks With Finite Elements A K
.,TEQ7BFFH,Niemeyer et al.,2017,A Model Study Of Warming-Induced Phosphorus–Oxygen
.,ZVAERVCL,Nolan et al.,2017,Centrifugally Driven Winds From Protostellar Accre
.,ZVKN3PXM,Noor et al.,2017,A One-Pot Route To Thioamides Discovered By Gas-Ph
.,LSI9FRRI,Nothling et al.,2017,Simple Design Of An Enzyme-Inspired Supported Cata
.,C3MBLTN9,on behalf of the REACH Programme Team et al.,2017,Research Exploring Physical Activity In Care Homes
.,BXXQFCUK,Orr et al.,2017,Biogeochemical Protocols And Diagnostics For The C
.,77TPULIF,Ozer et al.,2017,130an Investigation Of Two Brief Cognitive Tests (
.,GAXGZVYH,Papaioannou et al.,2017,"Computational Study Of The Activity, Dynamics, Ene"
.,JI4WDD4W,Park et al.,2017,Understanding The Charge Transfer At The Interface
.,FZQ3N6LS,Patel and Kuyucak,2017,Computational Study Of Aggregation Mechanism In Hu
.,PAZ4PKXP,Pavlova et al.,2017,Severe Consequences Of Habitat Fragmentation On Ge
.,GQXT4Z4Y,Pavlova et al.,2017,Purifying Selection And Genetic Drift Shaped Pleis
.,EDFFIWCH,Peng et al.,2017,Effects Of Forcefield And Sampling Method In All-A
.,VTCC9SJU,Periyapperuma et al.,2017,Towards Higher Energy Density Redox‐Flow Batteries
.,DTWSUTBX,Perry et al.,2017,Future Changes To El Niño-Southern Oscillation Tem
.,7R27JICP,Pierre et al.,2017,The Xxl Survey First Results And Future Pierrel 
.,H4LZ3XKS,Pitchford et al.,2017,"Lxcat An Open-Access, Web-Based Platform For Data"
.,8R4WIMLM,Pohl et al.,2017,Wnt Signaling In Triple-Negative Breast Cancer
.,4W6IUTEE,Poon et al.,2017,Coronary Optical Coherence Tomography-Derived Virt
.,2HIUWK3D,Pozo-Gonzalo et al.,2017,Understanding Of The Electrogenerated Bulk Electro
.,9B6WYZI9,Prabhakar et al.,2017,Effect Of Stretching-Induced Changes In Hydrodynam
.,SVC2LFKG,Procopio et al.,2017,A High-Resolution Foreground Model For The Mwa Eor
.,T3KM95BJ,Pujol et al.,2017,Nifty Cosmology The Clustering Consistency Of Gal
.,92RLE87Y,Pullin et al.,2017,Turbulent Flow Over A Long Flat Plate With Uniform
.,YWEUA46S,Puntharod et al.,2017,An Improved Model For Malaria Pigment And Β
.,HGVV7W94,Qiu et al.,2017,Extremely Low Density And Super‐Compressible Graph
.,F738BB4E,Qu et al.,2017,"Polydopamine‐Inspired, Dual Heteroatom‐Doped Carbo"
.,AT2URIY7,Ran et al.,2017,Ti3c2 Mxene Co-Catalyst On Metal Sulfide Photo-Abs
.,B7RBRMJ7,Razeng et al.,2017,Evolutionary Divergence In Freshwater Insects With
.,RP5VDZ76,Reimers and Hush,2017,Relating Transition-State Spectroscopy To Standard
.,FCKHM3Q7,Reimers and Hush,2017,The Critical Role Of The Transition-State Cusp Dia
.,4UZT47GK,Reimers et al.,2017,Erratum Competition Of Van Der Waals And Chemical
.,LSW7KA7Z,Reimers et al.,2017,Competition Of Van Der Waals And Chemical Forces O
.,CJE8A9XJ,Reynolds et al.,2017,The Relativistic Jet-Accretion Flow–Wind Connectio
.,URJHZGBE,Roknuzzaman et al.,2017,Towards Lead-Free Perovskite Photovoltaics And Opt
.,3IF28LJD,Romanyukha et al.,2017,Deriving Spatially Resolved Beta Dose Rates In Sed
.,R8CDN682,Roper et al.,2017,Pd-L1 Expression Predicts Longer Disease Free Surv
.,9V6SV7HZ,Rosen et al.,2017,Hybrid Adaptive Ray-Moment Method (Harm2) A Highl
